atom_1,atom_2,atom_3,atom_4,atom_indices,element_1,element_2,element_3,element_4,elements,parameter_type,parameter_id,parameter_smirks,value,energy,qcarchive_id,grid_id,mapped_smiles,forcefield
11,19,-1,-1,"(11, 19)",H,H,,,"('H', 'H')",Electrostatics,,,7.784582004154054,3.0143388184411197,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,19,-1,-1,"(11, 19)",H,H,,,"('H', 'H')",vdW,,,7.784582004154054,-1.0276393305081743e-05,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,20,-1,-1,"(11, 20)",H,H,,,"('H', 'H')",Electrostatics,,,7.695741162251162,3.0491368181093605,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,20,-1,-1,"(11, 20)",H,H,,,"('H', 'H')",vdW,,,7.695741162251162,-1.100891266283926e-05,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,21,-1,-1,"(11, 21)",H,H,,,"('H', 'H')",Electrostatics,,,7.3257308146619025,3.2031435926495626,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
11,21,-1,-1,"(11, 21)",H,H,,,"('H', 'H')",vdW,,,7.3257308146619025,-1.4794955663475283e-05,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,13,-1,-1,"(12, 13)",H,H,,,"('H', 'H')",Electrostatics,,,4.994782744018896,1.3423371167247828,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,13,-1,-1,"(12, 13)",H,H,,,"('H', 'H')",vdW,,,4.994782744018896,-0.0011440135384232987,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,15,-1,-1,"(12, 15)",H,H,,,"('H', 'H')",Electrostatics,,,6.875977272479026,0.8494948864366321,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,15,-1,-1,"(12, 15)",H,H,,,"('H', 'H')",vdW,,,6.875977272479026,-0.0001866081841885821,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,16,-1,-1,"(12, 16)",H,H,,,"('H', 'H')",Electrostatics,,,5.95435501860748,0.9809807298980082,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,16,-1,-1,"(12, 16)",H,H,,,"('H', 'H')",vdW,,,5.95435501860748,-0.0004407013589834153,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,17,-1,-1,"(12, 17)",H,H,,,"('H', 'H')",Electrostatics,,,5.115843899489975,1.0441130295441243,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,17,-1,-1,"(12, 17)",H,H,,,"('H', 'H')",vdW,,,5.115843899489975,-0.001084000575516149,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,18,-1,-1,"(12, 18)",H,H,,,"('H', 'H')",Electrostatics,,,4.928194443687309,1.629941823645542,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,18,-1,-1,"(12, 18)",H,H,,,"('H', 'H')",vdW,,,4.928194443687309,-0.0005866200919494794,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,19,-1,-1,"(12, 19)",H,H,,,"('H', 'H')",Electrostatics,,,6.465738668795168,3.6291859171030025,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,19,-1,-1,"(12, 19)",H,H,,,"('H', 'H')",vdW,,,6.465738668795168,-3.12888527129459e-05,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,20,-1,-1,"(12, 20)",H,H,,,"('H', 'H')",Electrostatics,,,7.246591604149429,3.238124762960751,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,20,-1,-1,"(12, 20)",H,H,,,"('H', 'H')",vdW,,,7.246591604149429,-1.5790991158661635e-05,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,21,-1,-1,"(12, 21)",H,H,,,"('H', 'H')",Electrostatics,,,6.244584449116416,3.757714850630292,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
12,21,-1,-1,"(12, 21)",H,H,,,"('H', 'H')",vdW,,,6.244584449116416,-3.854996743853519e-05,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,14,-1,-1,"(13, 14)",H,H,,,"('H', 'H')",Electrostatics,,,4.342580086245253,1.3226873665081924,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,14,-1,-1,"(13, 14)",H,H,,,"('H', 'H')",vdW,,,4.342580086245253,-0.0025824877714601337,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,15,-1,-1,"(13, 15)",H,H,,,"('H', 'H')",Electrostatics,,,3.5281152158018276,1.4183365106953099,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,15,-1,-1,"(13, 15)",H,H,,,"('H', 'H')",vdW,,,3.5281152158018276,-0.008580547949052553,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,16,-1,-1,"(13, 16)",H,H,,,"('H', 'H')",Electrostatics,,,2.5749826631213324,1.9433352683025829,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,16,-1,-1,"(13, 16)",H,H,,,"('H', 'H')",vdW,,,2.5749826631213324,0.005485509150225212,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,17,-1,-1,"(13, 17)",H,H,,,"('H', 'H')",Electrostatics,,,3.2971210830434865,1.3878954232581193,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,17,-1,-1,"(13, 17)",H,H,,,"('H', 'H')",vdW,,,3.2971210830434865,-0.011620672498607508,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,18,-1,-1,"(13, 18)",H,H,,,"('H', 'H')",Electrostatics,,,4.144051186033274,1.660587130223359,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,18,-1,-1,"(13, 18)",H,H,,,"('H', 'H')",vdW,,,4.144051186033274,-0.0016303625351103638,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,19,-1,-1,"(13, 19)",H,H,,,"('H', 'H')",Electrostatics,,,5.976112546258694,3.3638408235331325,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,19,-1,-1,"(13, 19)",H,H,,,"('H', 'H')",vdW,,,5.976112546258694,-5.017038227897861e-05,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,20,-1,-1,"(13, 20)",H,H,,,"('H', 'H')",Electrostatics,,,5.528699680699607,3.636061372497939,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,20,-1,-1,"(13, 20)",H,H,,,"('H', 'H')",vdW,,,5.528699680699607,-7.99839872102922e-05,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,21,-1,-1,"(13, 21)",H,H,,,"('H', 'H')",Electrostatics,,,5.383858706713907,3.733881671906545,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
13,21,-1,-1,"(13, 21)",H,H,,,"('H', 'H')",vdW,,,5.383858706713907,-9.377298446920423e-05,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,15,-1,-1,"(14, 15)",H,H,,,"('H', 'H')",Electrostatics,,,4.9336884035710815,1.0142623966461644,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,15,-1,-1,"(14, 15)",H,H,,,"('H', 'H')",vdW,,,4.9336884035710815,-0.0013415620927915422,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,16,-1,-1,"(14, 16)",H,H,,,"('H', 'H')",Electrostatics,,,4.471554425971232,1.1190861494265503,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,16,-1,-1,"(14, 16)",H,H,,,"('H', 'H')",vdW,,,4.471554425971232,-0.0023769434567491696,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,17,-1,-1,"(14, 17)",H,H,,,"('H', 'H')",Electrostatics,,,3.085824857596622,1.482929029435568,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,17,-1,-1,"(14, 17)",H,H,,,"('H', 'H')",vdW,,,3.085824857596622,-0.014549397783062759,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,18,-1,-1,"(14, 18)",H,H,,,"('H', 'H')",Electrostatics,,,3.009579857611666,2.2865510775895306,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,18,-1,-1,"(14, 18)",H,H,,,"('H', 'H')",vdW,,,3.009579857611666,-0.009335901874778589,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,19,-1,-1,"(14, 19)",H,H,,,"('H', 'H')",Electrostatics,,,4.098242730248499,4.905197830464911,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,19,-1,-1,"(14, 19)",H,H,,,"('H', 'H')",vdW,,,4.098242730248499,-0.00047884299615477395,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,20,-1,-1,"(14, 20)",H,H,,,"('H', 'H')",Electrostatics,,,4.876998071770604,4.121939572929789,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,20,-1,-1,"(14, 20)",H,H,,,"('H', 'H')",vdW,,,4.876998071770604,-0.0001694985924569022,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,21,-1,-1,"(14, 21)",H,H,,,"('H', 'H')",Electrostatics,,,3.7703418773647437,5.331795365778389,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
14,21,-1,-1,"(14, 21)",H,H,,,"('H', 'H')",vdW,,,3.7703418773647437,-0.0007855522701963609,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
15,19,-1,-1,"(15, 19)",H,H,,,"('H', 'H')",Electrostatics,,,3.7014451064443166,4.73151140768013,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
15,19,-1,-1,"(15, 19)",H,H,,,"('H', 'H')",vdW,,,3.7014451064443166,-0.0009875695682800775,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
15,20,-1,-1,"(15, 20)",H,H,,,"('H', 'H')",Electrostatics,,,2.4963590845088115,7.015589165325972,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
15,20,-1,-1,"(15, 20)",H,H,,,"('H', 'H')",vdW,,,2.4963590845088115,-0.00876383152912203,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
15,21,-1,-1,"(15, 21)",H,H,,,"('H', 'H')",Electrostatics,,,3.149362724407472,5.5609439999764065,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
15,21,-1,-1,"(15, 21)",H,H,,,"('H', 'H')",vdW,,,3.149362724407472,-0.0025299826408072125,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
16,19,-1,-1,"(16, 19)",H,H,,,"('H', 'H')",Electrostatics,,,4.176858724746141,4.192966748500095,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
16,19,-1,-1,"(16, 19)",H,H,,,"('H', 'H')",vdW,,,4.176858724746141,-0.00048252111514858546,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
16,20,-1,-1,"(16, 20)",H,H,,,"('H', 'H')",Electrostatics,,,3.565951991449413,4.9112915115059055,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
16,20,-1,-1,"(16, 20)",H,H,,,"('H', 'H')",vdW,,,3.565951991449413,-0.0012299093881285724,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
16,21,-1,-1,"(16, 21)",H,H,,,"('H', 'H')",Electrostatics,,,4.083902009495917,4.288405966970003,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
16,21,-1,-1,"(16, 21)",H,H,,,"('H', 'H')",vdW,,,4.083902009495917,-0.0005516282438820332,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
17,19,-1,-1,"(17, 19)",H,H,,,"('H', 'H')",Electrostatics,,,3.6717038188679214,4.361874456613721,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
17,19,-1,-1,"(17, 19)",H,H,,,"('H', 'H')",vdW,,,3.6717038188679214,-0.0010356681429490276,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
17,20,-1,-1,"(17, 20)",H,H,,,"('H', 'H')",Electrostatics,,,3.2786882579622034,4.884731282663979,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
17,20,-1,-1,"(17, 20)",H,H,,,"('H', 'H')",vdW,,,3.2786882579622034,-0.0020070533046026824,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
17,21,-1,-1,"(17, 21)",H,H,,,"('H', 'H')",Electrostatics,,,2.451680632498846,6.532462216927262,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
17,21,-1,-1,"(17, 21)",H,H,,,"('H', 'H')",vdW,,,2.451680632498846,-0.009523178239493056,17714358,150,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
0,1,-1,-1,"(0, 1)",C,C,,,"('C', 'C')",Bonds,b5,[#6X3:1]:[#6X3:2],1.4097674941679308,0.035622502337623485,17731121,165,[H:11][c:1]1[c:2]([c:4]([c:6]([c:5]([c:3]1[H:13])[H:15])[C@@:8]2([C@@:9]([C:7]2([H:16])[H:17])([H:19])[N+:10]([H:20])([H:21])[H:22])[H:18])[H:14])[H:12],tm-2.2.offxml
